id,since_start,progress
0,1,1
0,2,2
0,3,3
0,3,4
0,4,5
0,5,6
0,6,7
0,7,8
0,8,9
0,9,10
0,10,11
0,11,12
0,12,13
0,13,14
0,14,15
0,15,16
0,16,17
0,17,18
0,18,19
0,19,20
0,20,21
0,21,22
0,22,23
0,23,24
0,24,25
0,25,26
0,26,27
0,27,28
0,28,29
0,29,30
0,30,31
0,30,32
0,31,33
0,32,34
0,33,35
0,34,36
0,35,37
0,36,38
0,37,39
0,38,40
0,39,41
0,40,42
0,40,43
0,41,44
0,43,45
0,44,46
0,45,47
0,46,48
0,47,49
0,48,50
0,48,51
0,49,52
0,51,53
0,52,54
0,52,55
0,53,56
0,54,57
0,55,58
0,56,59
0,57,60
0,58,61
0,59,62
0,60,63
0,61,64
0,62,65
0,63,66
0,64,67
0,65,68
0,66,69
0,67,70
0,68,71
0,69,72
0,70,73
0,71,74
0,71,75
0,72,76
0,73,77
0,74,78
0,75,79
0,76,80
0,77,81
0,78,82
0,79,83
0,80,84
0,81,85
0,82,86
0,83,87
0,84,88
0,85,89
0,86,90
0,86,91
0,87,92
0,88,93
0,89,94
0,90,95
0,91,96
0,92,97
0,93,98
0,94,99
0,95,100
